0,allowed_discounted_price,discounted_amount,product_id,product_name_x,qty,sale_date,sales_id,sub_total,unit_selling_price (after_discount)
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,25-07-2013 00:00,71.0,187.5,37.5
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,25-07-2013 00:00,78.0,319.96,79.99
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,25-07-2013 00:00,84.0,199.9,39.98
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,25-07-2013 00:00,89.0,399.95,79.99
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,25-07-2013 00:00,93.0,159.92,39.98
,22.49,30.0,906.0,Team Golf Tennessee Volunteers Putter Grip,4.0,25-07-2013 00:00,100.0,69.96,17.49
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,25-07-2013 00:00,101.0,123.96,30.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,25-07-2013 00:00,102.0,150.0,37.5
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,25-07-2013 00:00,104.0,159.92,39.98
,28.79,32.8,825.0,Bridgestone e6 Straight Distance NFL Tennesse,4.0,25-07-2013 00:00,105.0,95.16,23.79
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,25-07-2013 00:00,107.0,229.95,45.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,25-07-2013 00:00,113.0,154.95,30.99
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,25-07-2013 00:00,114.0,123.96,30.99
,15.19,29.0,924.0,Glove It Urban Brick Golf Towel,5.0,25-07-2013 00:00,115.0,50.95,10.19
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,25-07-2013 00:00,128.0,199.9,39.98
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,25-07-2013 00:00,131.0,159.92,39.98
,44.19,51.2,821.0,Titleist Pro V1 High Numbers Personalized Gol,4.0,25-07-2013 00:00,136.0,156.76,39.19
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,25-07-2013 00:00,148.0,319.96,79.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,25-07-2013 00:00,160.0,150.0,37.5
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,25-07-2013 00:00,168.0,183.96,45.99
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,25-07-2013 00:00,172.0,399.95,79.99
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,25-07-2013 00:00,179.0,199.9,39.98
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,25-07-2013 00:00,180.0,199.9,39.98
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,25-07-2013 00:00,181.0,199.9,39.98
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,25-07-2013 00:00,183.0,319.96,79.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,25-07-2013 00:00,187.0,150.0,37.5
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,25-07-2013 00:00,190.0,229.95,45.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,25-07-2013 00:00,194.0,154.95,30.99
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,25-07-2013 00:00,196.0,159.92,39.98
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,25-07-2013 00:00,200.0,399.95,79.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,25-07-2013 00:00,201.0,154.95,30.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,25-07-2013 00:00,202.0,150.0,37.5
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,25-07-2013 00:00,208.0,229.95,45.99
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,25-07-2013 00:00,209.0,159.92,39.98
,22.49,30.0,778.0,Bag Boy Beverage Holder,4.0,25-07-2013 00:00,210.0,69.96,17.49
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,25-07-2013 00:00,212.0,123.96,30.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,25-07-2013 00:00,215.0,154.95,30.99
,22.49,37.5,886.0,Team Golf San Francisco Giants Putter Grip,5.0,25-07-2013 00:00,219.0,87.45,17.49
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,25-07-2013 00:00,222.0,399.95,79.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,25-07-2013 00:00,223.0,150.0,37.5
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,25-07-2013 00:00,233.0,229.95,45.99
,59.5,62.0,565.0,adidas Youth Germany Black/Red Away Match Soc,4.0,26-07-2013 00:00,243.0,218.0,54.5
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,26-07-2013 00:00,244.0,187.5,37.5
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,249.0,183.96,45.99
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,26-07-2013 00:00,253.0,199.9,39.98
,27.0,32.0,642.0,Columbia Men's PFG Anchor Tough T-Shirt,4.0,26-07-2013 00:00,255.0,88.0,22.0
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,258.0,183.96,45.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,263.0,183.96,45.99
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,26-07-2013 00:00,274.0,159.92,39.98
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,26-07-2013 00:00,280.0,159.92,39.98
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,26-07-2013 00:00,282.0,187.5,37.5
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,26-07-2013 00:00,288.0,187.5,37.5
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,26-07-2013 00:00,294.0,154.95,30.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,26-07-2013 00:00,295.0,150.0,37.5
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,26-07-2013 00:00,301.0,199.9,39.98
,22.49,37.5,93.0,Under Armour Men's Tech II T-Shirt,5.0,26-07-2013 00:00,308.0,87.45,17.49
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,26-07-2013 00:00,311.0,187.5,37.5
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,314.0,183.96,45.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,315.0,229.95,45.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,321.0,229.95,45.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,322.0,229.95,45.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,26-07-2013 00:00,329.0,154.95,30.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,336.0,183.96,45.99
,19.79,36.0,917.0,Glove It Women's Mod Oval 3-Zip Carry All Gol,5.0,26-07-2013 00:00,339.0,73.95,14.79
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,26-07-2013 00:00,349.0,187.5,37.5
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,26-07-2013 00:00,352.0,199.9,39.98
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,26-07-2013 00:00,360.0,123.96,30.99
,19.79,28.8,917.0,Glove It Women's Mod Oval 3-Zip Carry All Gol,4.0,26-07-2013 00:00,361.0,59.16,14.79
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,26-07-2013 00:00,364.0,199.9,39.98
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,372.0,229.95,45.99
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,26-07-2013 00:00,373.0,319.96,79.99
,9.49,22.0,775.0,Clicgear 8.0 Shoe Brush,4.0,26-07-2013 00:00,384.0,17.96,4.49
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,386.0,229.95,45.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,388.0,229.95,45.99
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,26-07-2013 00:00,389.0,319.96,79.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,390.0,183.96,45.99
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,26-07-2013 00:00,392.0,319.96,79.99
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,26-07-2013 00:00,393.0,399.95,79.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,394.0,183.96,45.99
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,26-07-2013 00:00,396.0,123.96,30.99
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,26-07-2013 00:00,404.0,319.96,79.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,407.0,183.96,45.99
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,26-07-2013 00:00,412.0,399.95,79.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,414.0,229.95,45.99
,31.49,34.0,235.0,Under Armour Hustle Storm Medium Duffle Bag,4.0,26-07-2013 00:00,420.0,105.96,26.49
,18.99,30.0,804.0,Glove It Women's Imperial Golf Glove,5.0,26-07-2013 00:00,424.0,69.95,13.989999999999998
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,433.0,183.96,45.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,26-07-2013 00:00,445.0,154.95,30.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,26-07-2013 00:00,446.0,150.0,37.5
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,26-07-2013 00:00,449.0,159.92,39.98
,35.99,36.0,771.0,Clicgear Rovic Cooler Bag,4.0,26-07-2013 00:00,451.0,123.96,30.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,26-07-2013 00:00,458.0,150.0,37.5
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,460.0,229.95,45.99
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,26-07-2013 00:00,464.0,123.96,30.99
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,26-07-2013 00:00,472.0,319.96,79.99
,28.79,32.8,835.0,Bridgestone e6 Straight Distance NFL Carolina,4.0,26-07-2013 00:00,478.0,95.16,23.79
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,26-07-2013 00:00,479.0,199.9,39.98
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,481.0,183.96,45.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,26-07-2013 00:00,482.0,187.5,37.5
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,26-07-2013 00:00,484.0,319.96,79.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,26-07-2013 00:00,485.0,187.5,37.5
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,26-07-2013 00:00,488.0,199.9,39.98
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,26-07-2013 00:00,490.0,199.9,39.98
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,26-07-2013 00:00,491.0,159.92,39.98
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,26-07-2013 00:00,495.0,154.95,30.99
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,26-07-2013 00:00,505.0,399.95,79.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,26-07-2013 00:00,506.0,154.95,30.99
,43.19,49.0,822.0,Titleist Pro V1x High Numbers Golf Balls,5.0,26-07-2013 00:00,514.0,190.95,38.19
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,26-07-2013 00:00,516.0,123.96,30.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,518.0,229.95,45.99
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,26-07-2013 00:00,520.0,123.96,30.99
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,26-07-2013 00:00,521.0,199.9,39.98
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,26-07-2013 00:00,529.0,187.5,37.5
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,26-07-2013 00:00,535.0,150.0,37.5
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,26-07-2013 00:00,537.0,154.95,30.99
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,26-07-2013 00:00,540.0,319.96,79.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,542.0,229.95,45.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,553.0,183.96,45.99
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,26-07-2013 00:00,555.0,319.96,79.99
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,26-07-2013 00:00,562.0,199.9,39.98
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,26-07-2013 00:00,565.0,187.5,37.5
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,26-07-2013 00:00,578.0,123.96,30.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,581.0,183.96,45.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,585.0,183.96,45.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,588.0,183.96,45.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,26-07-2013 00:00,593.0,150.0,37.5
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,26-07-2013 00:00,594.0,199.9,39.98
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,26-07-2013 00:00,619.0,150.0,37.5
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,26-07-2013 00:00,623.0,159.92,39.98
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,26-07-2013 00:00,627.0,150.0,37.5
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,628.0,183.96,45.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,629.0,183.96,45.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,26-07-2013 00:00,640.0,187.5,37.5
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,26-07-2013 00:00,642.0,159.92,39.98
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,26-07-2013 00:00,643.0,319.96,79.99
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,26-07-2013 00:00,653.0,123.96,30.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,655.0,183.96,45.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,26-07-2013 00:00,658.0,187.5,37.5
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,26-07-2013 00:00,661.0,159.92,39.98
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,26-07-2013 00:00,662.0,399.95,79.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,665.0,229.95,45.99
,35.99,45.0,771.0,Clicgear Rovic Cooler Bag,5.0,26-07-2013 00:00,668.0,154.95,30.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,679.0,183.96,45.99
,43.19,39.2,818.0,Titleist Pro V1x Golf Balls,4.0,26-07-2013 00:00,682.0,152.76,38.19
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,689.0,183.96,45.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,690.0,229.95,45.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,695.0,229.95,45.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,26-07-2013 00:00,697.0,154.95,30.99
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,26-07-2013 00:00,698.0,150.0,37.5
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,702.0,183.96,45.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,705.0,229.95,45.99
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,26-07-2013 00:00,707.0,159.92,39.98
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,26-07-2013 00:00,714.0,159.92,39.98
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,26-07-2013 00:00,724.0,154.95,30.99
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,26-07-2013 00:00,727.0,319.96,79.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,26-07-2013 00:00,731.0,154.95,30.99
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,26-07-2013 00:00,735.0,159.92,39.98
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,26-07-2013 00:00,738.0,123.96,30.99
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,26-07-2013 00:00,741.0,199.9,39.98
,14.24,23.0,792.0,Hirzl Men's Hybrid Golf Glove,4.0,26-07-2013 00:00,742.0,36.96,9.24
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,26-07-2013 00:00,744.0,154.95,30.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,750.0,229.95,45.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,26-07-2013 00:00,761.0,187.5,37.5
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,762.0,229.95,45.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,26-07-2013 00:00,771.0,187.5,37.5
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,774.0,229.95,45.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,775.0,183.96,45.99
,28.79,41.0,282.0,Under Armour Women's Ignite PIP VI Slide,5.0,26-07-2013 00:00,777.0,118.95,23.79
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,779.0,183.96,45.99
,22.5,37.5,567.0,adidas Men's Germany Black Crest Away Tee,5.0,26-07-2013 00:00,787.0,87.5,17.5
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,26-07-2013 00:00,792.0,319.96,79.99
,35.99,45.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,5.0,26-07-2013 00:00,795.0,154.95,30.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,799.0,229.95,45.99
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,26-07-2013 00:00,802.0,199.9,39.98
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,26-07-2013 00:00,805.0,159.92,39.98
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,26-07-2013 00:00,806.0,187.5,37.5
,28.79,32.8,835.0,Bridgestone e6 Straight Distance NFL Carolina,4.0,26-07-2013 00:00,807.0,95.16,23.79
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,810.0,183.96,45.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,815.0,183.96,45.99
,40.49,47.5,278.0,Under Armour Men's Compression EV SL Slide,5.0,26-07-2013 00:00,817.0,177.45,35.49
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,826.0,229.95,45.99
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,26-07-2013 00:00,831.0,399.95,79.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,834.0,183.96,45.99
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,26-07-2013 00:00,837.0,159.92,39.98
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,26-07-2013 00:00,839.0,199.9,39.98
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,26-07-2013 00:00,841.0,319.96,79.99
,50.99,56.0,365.0,Perfect Fitness Perfect Rip Deck,4.0,26-07-2013 00:00,843.0,183.96,45.99
,35.99,36.0,627.0,Under Armour Girls' Toddler Spine Surge Runni,4.0,26-07-2013 00:00,844.0,123.96,30.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,26-07-2013 00:00,846.0,229.95,45.99
,42.5,62.5,502.0,Nike Men's Dri-FIT Victory Golf Polo,5.0,26-07-2013 00:00,850.0,187.5,37.5
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,26-07-2013 00:00,851.0,150.0,37.5
,84.99,100.0,191.0,Nike Men's Free 5.0+ Running Shoe,5.0,27-07-2013 00:00,861.0,399.95,79.99
,50.99,70.0,365.0,Perfect Fitness Perfect Rip Deck,5.0,27-07-2013 00:00,862.0,229.95,45.99
,15.19,23.2,924.0,Glove It Urban Brick Golf Towel,4.0,27-07-2013 00:00,871.0,40.76,10.19
,44.19,64.0,821.0,Titleist Pro V1 High Numbers Personalized Gol,5.0,27-07-2013 00:00,874.0,195.95,39.19
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,27-07-2013 00:00,878.0,159.92,39.98
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,27-07-2013 00:00,883.0,199.9,39.98
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,27-07-2013 00:00,884.0,159.92,39.98
,44.98,50.0,1014.0,O'Brien Men's Neoprene Life Vest,5.0,27-07-2013 00:00,892.0,199.9,39.98
,15.19,23.2,924.0,Glove It Urban Brick Golf Towel,4.0,27-07-2013 00:00,894.0,40.76,10.19
,84.99,80.0,191.0,Nike Men's Free 5.0+ Running Shoe,4.0,27-07-2013 00:00,895.0,319.96,79.99
,44.98,40.0,1014.0,O'Brien Men's Neoprene Life Vest,4.0,27-07-2013 00:00,903.0,159.92,39.98
,42.5,50.0,502.0,Nike Men's Dri-FIT Victory Golf Polo,4.0,27-07-2013 00:00,906.0,150.0,37.5
,35.99,45.0,572.0,TYR Boys' Team Digi Jammer,5.0,27-07-2013 00:00,921.0,154.95,30.99
,28.79,41.0,828.0,Bridgestone e6 Straight Distance NFL San Dieg,5.0,27-07-2013 00:00,924.0,118.95,23.79
