product_id,product_category_id,product_name,product_selling_price,product_category_name,product_cost_price,product_max_discount,allowed_discounted_price
87,5,Nike Women's Pro Hyperwarm Fitted Tights,24.97,Lacrosse,14.98,10,22.47
88,5,Nike Kids' Grade School KD VI Basketball Shoe,99.99,Lacrosse,59.99,15,84.99
89,5,Nike Elite Crew Basketball Sock,14.0,Lacrosse,8.4,5,13.3
90,5,Nike Men's LeBron XI Basketball Shoe,199.99,Lacrosse,119.99,20,159.99
91,5,Quest Q100 10' X 10' Dome Canopy,99.98,Lacrosse,59.99,15,84.98
92,5,Nike Men's LeBron XI Low Basketball Shoe,169.99,Lacrosse,101.99,20,135.99
93,5,Under Armour Men's Tech II T-Shirt,24.99,Lacrosse,14.99,10,22.49
94,5,Fitness Gear Pro Utility Bench,179.99,Lacrosse,107.99,20,143.99
95,5,Nike Hoops Elite Team Backpack,70.0,Lacrosse,42.0,15,59.5
96,5,Teeter Hang Ups NXT-S Inversion Table,299.99,Lacrosse,179.99,20,239.99
97,6,Quest Q64 10 FT. x 10 FT. Slant Leg Instant U,59.98,Tennis & Racquet,35.99,15,50.98
98,6,"Nike Women's Pro Core 3"" Compression Shorts",28.0,Tennis & Racquet,16.8,10,25.2
99,6,Nike Women's Pro Victory Compression Bra,21.99,Tennis & Racquet,13.19,10,19.79
100,6,Quik Shade Summit SX170 10 FT. x 10 FT. Canop,199.99,Tennis & Racquet,119.99,20,159.99
101,6,Kijaro Dual Lock Chair,29.99,Tennis & Racquet,17.99,10,26.99
102,6,Quest 12' x 12' Dome Canopy,149.99,Tennis & Racquet,89.99,20,119.99
103,6,Nike Women's Pro Hyperwarm Fitted Tights,24.97,Tennis & Racquet,14.98,10,22.47
104,6,Nike Elite Crew Basketball Sock,14.0,Tennis & Racquet,8.4,5,13.3
105,6,Quest Q100 10' X 10' Dome Canopy,99.98,Tennis & Racquet,59.99,15,84.98
106,6,Teeter Hang Ups NXT-S Inversion Table,299.99,Tennis & Racquet,179.99,20,239.99
107,6,SKLZ Sport-Brella XL,69.99,Tennis & Racquet,41.99,15,59.49
108,6,E-Z Up Vista 12' x 12' Recreational Instant S,134.99,Tennis & Racquet,80.99,20,107.99
109,6,Under Armour Men's Ignite Camo II Slide,34.99,Tennis & Racquet,20.99,10,31.49
110,6,McDavid HEX Extended Leg Sleeves,29.99,Tennis & Racquet,17.99,10,26.99
111,6,Kijaro XXL Dual Lock Oversized Chair,39.99,Tennis & Racquet,23.99,10,35.99
112,6,Nike Women's Pro Hyperwarm Half Zip Long Slee,31.97,Tennis & Racquet,19.18,10,28.77
113,6,Nike Men's Alpha Pro D Mid Football Cleat,99.99,Tennis & Racquet,59.99,15,84.99
114,6,Nike Men's Fly Shorts 2.0,34.0,Tennis & Racquet,20.4,10,30.6
115,6,Under Armour Men's Highlight RM Football Clea,59.99,Tennis & Racquet,35.99,15,50.99
116,6,Nike Men's Comfort 2 Slide,44.99,Tennis & Racquet,26.99,10,40.49
117,6,YETI Tundra 65 Chest Cooler,399.99,Tennis & Racquet,239.99,20,319.99
118,6,Quest 12' x 12' Screen House,69.99,Tennis & Racquet,41.99,15,59.49
119,6,Quest Oversized Arm Chair,21.99,Tennis & Racquet,13.19,10,19.79
120,6,Nike Hyper Elite Crew Basketball Sock,18.0,Tennis & Racquet,10.8,5,17.1
121,7,Quest Q64 10 FT. x 10 FT. Slant Leg Instant U,59.98,Hockey,35.99,15,50.98
122,7,Nike+ Fuelband SE,99.0,Hockey,59.4,15,84.15
123,7,Fitbit Flex Wireless Activity & Sleep Wristba,99.95,Hockey,59.97,15,84.96
124,7,"Nike Women's Pro Core 3"" Compression Shorts",28.0,Hockey,16.8,10,25.2
125,7,Nike Women's Pro Victory Compression Bra,21.99,Hockey,13.19,10,19.79
126,7,Quik Shade Summit SX170 10 FT. x 10 FT. Canop,199.99,Hockey,119.99,20,159.99
127,7,Stiga Master Series ST3100 Competition Indoor,329.99,Hockey,197.99,20,263.99
128,7,Kijaro Dual Lock Chair,29.99,Hockey,17.99,10,26.99
129,7,Quest 12' x 12' Dome Canopy,149.99,Hockey,89.99,20,119.99
130,7,Nike Women's Pro Hyperwarm Fitted Tights,24.97,Hockey,14.98,10,22.47
131,7,Nike Elite Crew Basketball Sock,14.0,Hockey,8.4,5,13.3
132,7,Under Armour Hustle Backpack,54.99,Hockey,32.99,15,46.74
133,7,Quest Q100 10' X 10' Dome Canopy,99.98,Hockey,59.99,15,84.98
134,7,Nike Women's Legend V-Neck T-Shirt,25.0,Hockey,15.0,10,22.5
135,7,Nike Dri-FIT Crew Sock 6 Pack,22.0,Hockey,13.2,10,19.8
136,7,Nike Hoops Elite Team Backpack,70.0,Hockey,42.0,15,59.5
137,7,Teeter Hang Ups NXT-S Inversion Table,299.99,Hockey,179.99,20,239.99
138,7,SKLZ Sport-Brella XL,69.99,Hockey,41.99,15,59.49
139,7,E-Z Up Vista 12' x 12' Recreational Instant S,134.99,Hockey,80.99,20,107.99
140,7,Under Armour Men's Ignite Camo II Slide,34.99,Hockey,20.99,10,31.49
141,7,Under Armour Boys' Match Play Golf Polo,29.99,Hockey,17.99,10,26.99
142,7,McDavid HEX Extended Leg Sleeves,29.99,Hockey,17.99,10,26.99
143,7,Kijaro XXL Dual Lock Oversized Chair,39.99,Hockey,23.99,10,35.99
144,7,Garmin Forerunner 220 GPS Watch,249.99,Hockey,149.99,20,199.99
145,8,Quest Q64 10 FT. x 10 FT. Slant Leg Instant U,59.98,More Sports,35.99,15,50.98
146,8,"Nike Women's Pro Core 3"" Compression Shorts",28.0,More Sports,16.8,10,25.2
147,8,Nike Women's Pro Victory Compression Bra,21.99,More Sports,13.19,10,19.79
148,8,Quik Shade Summit SX170 10 FT. x 10 FT. Canop,199.99,More Sports,119.99,20,159.99
149,8,Kijaro Dual Lock Chair,29.99,More Sports,17.99,10,26.99
150,8,Quest 12' x 12' Dome Canopy,149.99,More Sports,89.99,20,119.99
151,8,Nike Women's Pro Hyperwarm Fitted Tights,24.97,More Sports,14.98,10,22.47
152,8,Quest Q100 10' X 10' Dome Canopy,99.98,More Sports,59.99,15,84.98
153,8,Teeter Hang Ups NXT-S Inversion Table,299.99,More Sports,179.99,20,239.99
154,8,SKLZ Sport-Brella XL,69.99,More Sports,41.99,15,59.49
155,8,E-Z Up Vista 12' x 12' Recreational Instant S,134.99,More Sports,80.99,20,107.99
156,8,Under Armour Men's Ignite Camo II Slide,34.99,More Sports,20.99,10,31.49
157,8,Reebok Women's Performance Essentials Printed,45.0,More Sports,27.0,10,40.5
158,8,McDavid HEX Extended Leg Sleeves,29.99,More Sports,17.99,10,26.99
159,8,Kijaro XXL Dual Lock Oversized Chair,39.99,More Sports,23.99,10,35.99
160,8,Nike Women's Pro Hyperwarm Half Zip Long Slee,31.97,More Sports,19.18,10,28.77
161,8,Nike Men's Comfort 2 Slide,44.99,More Sports,26.99,10,40.49
162,8,YETI Tundra 65 Chest Cooler,399.99,More Sports,239.99,20,319.99
163,8,Quest 12' x 12' Screen House,69.99,More Sports,41.99,15,59.49
164,8,adidas Women's Tiro 13 Soccer Pants,45.0,More Sports,27.0,10,40.5
165,8,Quest Oversized Arm Chair,21.99,More Sports,13.19,10,19.79
166,8,Under Armour Men's Ignite III Slide,34.99,More Sports,20.99,10,31.49
167,8,Nike Women's Pro Printed Sports Bra,25.99,More Sports,15.59,10,23.39
168,8,"Nike Women's 3"" Pro Compression Shorts",32.0,More Sports,19.2,10,28.8
169,9,Diamondback Adult Sorrento Mountain Bike 2014,299.98,Cardio Equipment,179.99,20,239.98
170,9,Quest Q64 10 FT. x 10 FT. Slant Leg Instant U,59.98,Cardio Equipment,35.99,15,50.98
171,9,MAC Sports Collapsible Wagon,69.99,Cardio Equipment,41.99,15,59.49
172,9,Nike Women's Tempo Shorts,30.0,Cardio Equipment,18.0,10,27.0
173,9,Under Armour Men's Highlight MC Football Clea,129.99,Cardio Equipment,77.99,20,103.99
174,9,Nike Men's USA White Home Stadium Soccer Jers,90.0,Cardio Equipment,54.0,15,76.5
175,9,Nike Women's Tempo Shorts,30.0,Cardio Equipment,18.0,10,27.0
176,9,Easton Mako Youth Bat 2014 (-11),249.97,Cardio Equipment,149.98,20,199.98
177,9,Nike Youth USA Away Stadium Replica Soccer Je,75.0,Cardio Equipment,45.0,15,63.75
178,9,adidas Brazuca 2014 Top Glider Soccer Ball,29.99,Cardio Equipment,17.99,10,26.99
179,9,Brooks Women's Adrenaline GTS 13 Running Shoe,89.99,Cardio Equipment,53.99,15,76.49
180,9,Nike Men's USA Away Stadium Replica Soccer Je,90.0,Cardio Equipment,54.0,15,76.5
181,9,Lifetime Freestyle XL Stand-Up Paddle Board,399.99,Cardio Equipment,239.99,20,319.99
182,9,adidas Men's Germany Home Soccer Jersey,90.0,Cardio Equipment,54.0,15,76.5
183,9,Nike+ Fuelband SE,99.0,Cardio Equipment,59.4,15,84.15
184,9,PUMA Men's evoPOWER 1 Tricks FG Soccer Cleat,189.99,Cardio Equipment,113.99,20,151.99
185,9,"Goaliath 54"" In-Ground Basketball Hoop with P",499.99,Cardio Equipment,299.99,20,399.99
186,9,adidas Brazuca 2014 Top Repliqu̩ Soccer Ball,39.99,Cardio Equipment,23.99,10,35.99
187,9,Top Flite Women's XL 12-Piece Complete Set - ,179.98,Cardio Equipment,107.99,20,143.98
188,9,Fitbit Flex Wireless Activity & Sleep Wristba,99.95,Cardio Equipment,59.97,15,84.96
189,9,Nike Women's Tempo Shorts,30.0,Cardio Equipment,18.0,10,27.0
190,9,Under Armour Men's Renegade D Mid Football Cl,89.99,Cardio Equipment,53.99,15,76.49
191,9,Nike Men's Free 5.0+ Running Shoe,99.99,Cardio Equipment,59.99,15,84.99
192,9,"Nike Women's Pro Core 3"" Compression Shorts",28.0,Cardio Equipment,16.8,10,25.2
193,10,Diamondback Adult Sorrento Mountain Bike 2014,299.98,Strength Training,179.99,20,239.98
194,10,Nike+ Fuelband SE,99.0,Strength Training,59.4,15,84.15
195,10,Fitbit Flex Wireless Activity & Sleep Wristba,99.95,Strength Training,59.97,15,84.96
196,10,Diamondback Boys' Insight 24 Performance Hybr,299.99,Strength Training,179.99,20,239.99
197,10,SOLE E25 Elliptical,999.99,Strength Training,599.99,20,799.99
198,10,Diamondback Girls' Clarity 24 Hybrid Bike 201,299.99,Strength Training,179.99,20,239.99
199,10,SOLE F85 Treadmill,1799.99,Strength Training,1079.99,20,1439.99
200,10,Diamondback Adult Outlook Mountain Bike 2014,309.99,Strength Training,185.99,20,247.99
201,10,Elevation Training Mask 2.0,79.99,Strength Training,47.99,15,67.99
202,10,Diamondback Adult Response XE Mountain Bike 2,349.98,Strength Training,209.99,20,279.98
203,10,GoPro HERO3+ Black Edition Camera,399.99,Strength Training,239.99,20,319.99
204,10,Rollerblade Men's Spark 84 Inline Skate,159.99,Strength Training,95.99,20,127.99
205,10,Diamondback Adult Wildwood Citi Classic Comfo,269.99,Strength Training,161.99,20,215.99
206,10,Diamondback Adult Edgewood Hybrid Bike 2014,299.98,Strength Training,179.99,20,239.98
207,10,Rollerblade Women's Spark 84 Inline Skates,159.99,Strength Training,95.99,20,127.99
208,10,SOLE E35 Elliptical,1999.99,Strength Training,1199.99,20,1599.99
209,10,Quest 15 FT Trampoline Enclosure Combo,499.99,Strength Training,299.99,20,399.99
210,10,Thule Trailway 4-Bike Hitch Vehicle Rack,199.98,Strength Training,119.99,20,159.98
211,10,Diamondback Grind BMX Bike 2014,199.99,Strength Training,119.99,20,159.99
212,10,Under Armour Men's Ignite Camo II Slide,34.99,Strength Training,20.99,10,31.49
213,10,Exerpeutic 900XL Magnetic Recumbent Bike with,199.99,Strength Training,119.99,20,159.99
214,10,Diamondback Women's Vital 2 Hybrid Bike 2014,299.98,Strength Training,179.99,20,239.98
215,10,Garmin vivofit Fitness Band with HRM,169.99,Strength Training,101.99,20,135.99
216,10,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,189.0,Strength Training,113.4,20,151.2
217,11,Fitness Gear 300 lb Olympic Weight Set,209.99,Fitness Accessories,125.99,20,167.99
218,11,Elevation Training Mask 2.0,79.99,Fitness Accessories,47.99,15,67.99
219,11,Fitness Gear Pro Utility Bench,179.99,Fitness Accessories,107.99,20,143.99
220,11,Teeter Hang Ups NXT-S Inversion Table,299.99,Fitness Accessories,179.99,20,239.99
221,11,Fitness Gear Pro Olympic Bench,249.99,Fitness Accessories,149.99,20,199.99
222,11,Fitness Gear Pro Half Rack,349.99,Fitness Accessories,209.99,20,279.99
223,11,Teeter Hang-Ups EP-970 Limited Inversion Tabl,399.99,Fitness Accessories,239.99,20,319.99
224,11,PowerBlock Classic 50 lb Adjustable Dumbbell ,299.99,Fitness Accessories,179.99,20,239.99
225,11,Marcy Pro Circuit Trainer,499.99,Fitness Accessories,299.99,20,399.99
226,11,Bowflex SelectTech 1090 Dumbbells,599.99,Fitness Accessories,359.99,20,479.99
227,11,Reebok Men's CrossFit Nano 3.0 Training Shoe,109.99,Fitness Accessories,65.99,20,87.99
228,11,Fitness Gear Olympic Bench,199.99,Fitness Accessories,119.99,20,159.99
229,11,Marcy Diamond 9010 Smith Cage,799.99,Fitness Accessories,479.99,20,639.99
230,11,BOSU Balance Trainer,119.99,Fitness Accessories,71.99,20,95.99
231,11,Nike Men's Romaleos 2 Weightlifting Shoe,199.99,Fitness Accessories,119.99,20,159.99
232,11,adidas Men's Powerlift 2 Training Shoe,89.99,Fitness Accessories,53.99,15,76.49
233,11,Core Fitness 5 - 50 lb Adjustable Dumbbells -,399.99,Fitness Accessories,239.99,20,319.99
234,11,Fitness Gear Pro Core Bench,129.99,Fitness Accessories,77.99,20,103.99
235,11,Under Armour Hustle Storm Medium Duffle Bag,34.99,Fitness Accessories,20.99,10,31.49
236,11,PowerBlock 24 lb Adjustable Dumbbell Set,159.99,Fitness Accessories,95.99,20,127.99
237,11,Fitness Gear 7' Olympic Bar,79.99,Fitness Accessories,47.99,15,67.99
238,11,Fitness Gear Heavy Bag Stand,99.99,Fitness Accessories,59.99,15,84.99
239,11,Reebok Women's CrossFit Nano 2.0 Training Sho,109.99,Fitness Accessories,65.99,20,87.99
240,11,Stamina Air Rower,299.99,Fitness Accessories,179.99,20,239.99
241,12,Nike Women's Tempo Shorts,30.0,Boxing & MMA,18.0,10,27.0
242,12,Nike Women's Tempo Shorts,30.0,Boxing & MMA,18.0,10,27.0
243,12,Brooks Women's Adrenaline GTS 13 Running Shoe,89.99,Boxing & MMA,53.99,15,76.49
244,12,Nike+ Fuelband SE,99.0,Boxing & MMA,59.4,15,84.15
245,12,Fitbit Flex Wireless Activity & Sleep Wristba,99.95,Boxing & MMA,59.97,15,84.96
246,12,Nike Women's Tempo Shorts,30.0,Boxing & MMA,18.0,10,27.0
247,12,"Nike Women's Pro Core 3"" Compression Shorts",28.0,Boxing & MMA,16.8,10,25.2
248,12,Nike Women's Free 4.0 Running Shoe,89.99,Boxing & MMA,53.99,15,76.49
249,12,Under Armour Women's Micro G Skulpt Running S,54.97,Boxing & MMA,32.98,15,46.72
250,12,Under Armour Women's Play Up Shorts,24.99,Boxing & MMA,14.99,10,22.49
251,12,Brooks Women's Ghost 6 Running Shoe,89.99,Boxing & MMA,53.99,15,76.49
252,12,Nike Women's Pro Victory Compression Bra,21.99,Boxing & MMA,13.19,10,19.79
253,12,Nike Women's Free 5.0+ Running Shoe,99.99,Boxing & MMA,59.99,15,84.99
254,12,Brooks Women's Ghost 6 Running Shoe,89.99,Boxing & MMA,53.99,15,76.49
255,12,ASICS Women's GEL-Noosa Tri 9 Running Shoe,139.99,Boxing & MMA,83.99,20,111.99
256,12,Elevation Training Mask 2.0,79.99,Boxing & MMA,47.99,15,67.99
257,12,Under Armour Women's Tech T-Shirt,16.99,Boxing & MMA,10.19,5,16.14
258,12,Nike Women's Free 5.0 TR FIT PRT 4 Training S,94.99,Boxing & MMA,56.99,15,80.74
259,12,Nike Women's Pro Hyperwarm Fitted Tights,24.97,Boxing & MMA,14.98,10,22.47
260,12,ASICS Women's GEL-Nimbus 15 Running Shoe,119.99,Boxing & MMA,71.99,20,95.99
261,12,ASICS Women's GEL-Cumulus 15 Running Shoe,89.99,Boxing & MMA,53.99,15,76.49
262,12,Fitness Gear Pro Utility Bench,179.99,Boxing & MMA,107.99,20,143.99
263,12,Nike Women's Legend V-Neck T-Shirt,25.0,Boxing & MMA,15.0,10,22.5
264,12,Nike Dri-FIT Crew Sock 6 Pack,22.0,Boxing & MMA,13.2,10,19.8
265,13,Elevation Training Mask 2.0,79.99,Electronics,47.99,15,67.99
266,13,Under Armour Men's Ignite Camo II Slide,34.99,Electronics,20.99,10,31.49
267,13,Nike Men's Comfort 2 Slide,44.99,Electronics,26.99,10,40.49
268,13,Everlast PowerCore 2 Station Stand and Bag Ki,199.99,Electronics,119.99,20,159.99
269,13,Under Armour Men's Ignite III Slide,34.99,Electronics,20.99,10,31.49
270,13,Nike Men's Comfort 2 Slide,44.99,Electronics,26.99,10,40.49
271,13,Under Armour Kids' Ignite III Slide,27.99,Electronics,16.79,10,25.19
272,13,Under Armour Women's Ignite VI Slide,31.99,Electronics,19.19,10,28.79
273,13,Under Armour Kids' Mercenary Slide,27.99,Electronics,16.79,10,25.19
274,13,Nike Men's Benassi Swoosh Slide,21.99,Electronics,13.19,10,19.79
275,13,Under Armour Girls' UA Ignite VI Slide,27.99,Electronics,16.79,10,25.19
276,13,Under Armour Women's Ignite Slide,31.99,Electronics,19.19,10,28.79
277,13,Under Armour Women's Ignite VI Camo Slide,34.99,Electronics,20.99,10,31.49
278,13,Under Armour Men's Compression EV SL Slide,44.99,Electronics,26.99,10,40.49
279,13,Nike Men's Air LeBron 3 Elite Slide,69.99,Electronics,41.99,15,59.49
280,13,Under Armour Hustle Storm Medium Duffle Bag,34.99,Electronics,20.99,10,31.49
281,13,Fitness Gear Heavy Bag Stand,99.99,Electronics,59.99,15,84.99
282,13,Under Armour Women's Ignite PIP VI Slide,31.99,Electronics,19.19,10,28.79
283,13,Under Armour Kids' Mercenary Slide,27.99,Electronics,16.79,10,25.19
284,13,Under Armour Women's Ignite VI Slide,31.99,Electronics,19.19,10,28.79
285,13,Under Armour Men's Mercenary Slide,34.99,Electronics,20.99,10,31.49
286,13,Under Armour Men's Ignite III Slide,34.99,Electronics,20.99,10,31.49
287,13,Nike Men's Comfort 2 Slide,44.99,Electronics,26.99,10,40.49
288,13,Nike Men's Air LeBron 3 Elite Slide,69.99,Electronics,41.99,15,59.49
289,38,Nike+ Fuelband SE,99.0,Kids' Golf Clubs,59.4,15,84.15
290,38,Fitbit Flex Wireless Activity & Sleep Wristba,99.95,Kids' Golf Clubs,59.97,15,84.96
291,38,Garmin Forerunner 220 GPS Watch,249.99,Kids' Golf Clubs,149.99,20,199.99
292,38,Garmin Women's Forerunner 10 GPS Watch,129.99,Kids' Golf Clubs,77.99,20,103.99
293,38,Garmin vivofit Fitness Band with HRM,169.99,Kids' Golf Clubs,101.99,20,135.99
294,38,Garmin Forerunner 10 GPS Watch,129.99,Kids' Golf Clubs,77.99,20,103.99
295,38,Fitbit The One Wireless Activity & Sleep Trac,99.95,Kids' Golf Clubs,59.97,15,84.96
296,38,Nike+ Sportwatch GPS Powered by TomTom with S,169.0,Kids' Golf Clubs,101.4,20,135.2
297,38,Garmin vivofit Fitness Band,129.99,Kids' Golf Clubs,77.99,20,103.99
298,38,Garmin Forerunner 15 GPS Watch with HRM,199.99,Kids' Golf Clubs,119.99,20,159.99
299,38,Jawbone UP24 Activity Tracker,149.99,Kids' Golf Clubs,89.99,20,119.99
300,38,Garmin Forerunner 620 GPS Watch with Heart Ra,449.99,Kids' Golf Clubs,269.99,20,359.99
301,38,Garmin Forerunner 15 GPS Watch,169.99,Kids' Golf Clubs,101.99,20,135.99
